id,tweet_id,content,concerns
1314,1365597688503427072t,"@histevedaly @RandomG4y @gerrard1212 @WiganGolfer @JuliaHB1 Yes, so it is better to take unlicensed, temporarily authorised, still in experimental phase vaccine 🤦‍♀️ With no full data on safety or efficacy, what is clearly written on gov of pfizer website.",rushed 
1315,1377125120041381892t,"Worried the pressure to get the vaccine out yesterday, may result in batch issues. The Melb factories are working 24 hours a day, 7 days a week and pressure is to go faster. History tells us when there is too much pressure to go too fast, bad things happen. #notantivaccine.",side-effect 
1316,1271109169894977536t,"also, reportedly the COVID-19 virus is/can mutate...a trump endorsed ""warp speed"" vaccine w/usual protocols pushed aside has red flags going up everywhere in my mind!!!!!! Moderna’s coronavirus vaccine to enter final trial stage in July - https://t.co/pLwSBCaP5x",rushed 
1317,1263063748501217281t,"@Bee42681881 @Majeh19 People that have had Covid, do not need a vaccine. Young people do not need a vaccine. So l hope it will be offered on a voluntary basis.",unnecessary 
1318,1391760263771303943t,@s8mb Not to say they are “coordinating to keep covid around”. But they do own calculators. Pfizer’s board member mouthpiece is on national tv advocating for vaccine passports. Which imo should be illegal to do.,mandatory 
1319,1353717395928588291t,"I’m sorry, what? The side effect profile for the second vaccine shot is FAR worse than the first - and now @moderna_tx is saying the vaccine isn’t properly protective against the new variant and pushing a THIRD shot? At the least regulators should demand large scale trials. https://t.co/oyAEafqa5z",side-effect ineffective 
1320,1343154217951895556t,To suggest that our most vulnerable citizens should be given the least effective vaccine is completely unacceptable. The Astra Zeneca Oxford vaccine is just 62% effective & should never be considered suitable for those with the highest chance of hospitalisation & death.,ineffective 
1321,1436008873039736834t,#AstraZeneca warning: EU list's nerve damage as a potential side effect of the #vaccine https://t.co/HTPPEt6YPZ https://t.co/ABSGx1kS5z,side-effect 
1322,1309323809502171136t,I will not get a covid vaccine idc if Donald trump says it’s the best thing in the world I will never wear a mask unless the business I attend won’t let me get in it’s called common sense try it sometime,political 
1323,1377031445873582080t,"@JJohnsonlesss ""Rare"" ... where is the additional information on reactions to a vaccine that has been in ""open public trial"" for ONLY a few months",side-effect 
1324,1376695739183599617t,"@Bigly4Trump Just remember, it’s an experimental vaccine, only approved experimentally by FDA No accountability by government or industry if things go wrong",rushed 
1325,1295441065323921410t,".BEWARE. Bill Gates is behind this vaccine, funding it. “Novavax starts Phase 1 coronavirus vaccine trial after $388M from Bill Gates-backed group” https://t.co/AZY6drKEzM #FoxBusiness",pharma 
1326,1343608498060488705t,@davidkurten @ShaunBaileyUK Page 132 of the doc. associated with the Pfizer vaccine definitely worth a look for those of an age where reproduction might be on the cards. Not an issue for the over 70’s but it does not seem wise to me for healthy young people to have their DNA messed with. No legal recourse.,unnecessary 
1327,1336523715220127745t,"The AstraZeneca/Oxford vaccine only has a 70.4% effective rate compared with two others that have an over 90% effective rate. I'd like to know if I'm getting the less effective vaccine, wouldn't you? https://t.co/DZ0QuzaYlV",ineffective 
1328,1297657927684292608t,I am not getting a vaccine until #JoeBiden is President. How in the hell can you trust that Crazy Person in the Whitehouse who is treating the United States like a TV Show and make believe. He practically put a gun to the #FDA heads to pull a scam. This is really HORRIBLE.,pharma 
1329,1413684263191515136t,"Biontech deem themselves on a trip to world domination as it nearly seems, do they really want to make half of the world population psychically and possibly physically dependent on their products? Any 6 months a new shot? Side effects adding up? https://t.co/fSloHxUhMr",side-effect 
1330,1366548616005967875t,"Well, there ya go. Out of all the reasons: ""Johnson & Johnson's newly-approved Covid vaccine met with pushback as Catholic diocese condemns it for ‘ties to abortion cells’"" https://t.co/aUYrdbd5S1",political 
1331,1290396857793949698t,"Remember the big ""game changer"" #fauci press conference over #remdesivir? That went silent fast, and should have. It was a drug looking for a disease and everyone got paid but it's truly ineffective. Up next, Fauci promotes Moderna's vaccine. The NIH and Gates own it. #fuckfauci",pharma 
1332,1446233902599786501t,"At this point, any pro-covid-vaccines normie should start questioning a bit, or at least hold off their plans to get vaccinated. If you don’t, then I’m sorry to say, you are objectively either dumb or reckless. #Moderna #CovidVaccine #Ontario https://t.co/1JYkwP1XSq",rushed 
1333,1449842474994868229t,"@tweettruth2me @easytravel2022 I'm not anti-vax either, but I'm anti 'this' ""investigational vaccine"" @US_FDA, currently being TRIALLED worldwide, hence as yet UNLICENSED (apart from @pfizer's Comirnaty) and which Big Pharma have ZERO LIABILITY FOR! #NoVaccineMandates too!👋",rushed 
1334,1329085171312730115t,"@AP So, Four things to note here; 1) Pfizer went from saying (Oct. 27th) they were no where near ready, to (nov. 7th) saying they had a vaccine. 2) A vaccine IS NOT a cure. 3) Dolly Parton is making a vaccine. Designer Vaccines now? 4) This is all about cooperation's and money.",pharma 
1335,1436289175523713026t,"The Vaccine Adverse Event Reporting System (VAERS) published a report by a 36-year old mother whose baby boy was hospitalized two weeks after she got the first Pfizer shot. He was treated with IV antibiotics for 2 weeks, was sent home and died shortly thereafter from blood clots- https://t.co/3vPcLuKDUt",side-effect 
1336,1370183450964135937t,"@gentleman_cali Since they’re so new, it’s why I won’t get the vaccine.  I don’t wanna hear a commercial in 5 years saying “if you or a loved one had the Moderna/Pfizer/J&J covid vaccine in 2021, you may be entitled to financial compensation!”",rushed 
1337,1354464914094632960t,"What investigation -- so you can say the vaccine didn't do it? Tim Zook, a resident of Orange who worked at an acute care medical center, had a reaction within hours of his second Pfizer-BioNTech shot. He spiraled downward and died four days later. https://t.co/JUKOCrKOTb https://t.co/EQoVPm8sgg",side-effect 
1338,1316635540154970118t,@CTVNews 3/3 'Surprise'... 12.10.2020 Johnson & Johnson Covid-19 vaccine study paused due to illness https://t.co/EjqEwch4KS,side-effect 
1339,1302955895547219972t,"@MichaelYeadon3 @MattHancock Its illegal under Nuremberg code 1947 to experiment on humans without their consent. A senior executive from AstraZeneca, was just granted protection from all legal action if the company's vaccine led to damaging side effects. https://t.co/muLDqEwnHN",pharma side-effect 
1340,1333544895978627074t,You #English will take all the poison #Vaccine all the way down into your body? Why? Because first of all you were such dumb people to vote for a psychopath like #BorisJohnson Second: Because You #British have no BALLS to fight for your freedom & rights! You love #authority,none
1341,1333575991743172610t,@BorisJohnson he is talking rubbish he got a little bit of power thinks he can be coercive telling people they can only go out when they have the vaccine funny people can go out now without having the vaccine though #vaccine #NadhimZahawi,mandatory 
1342,1332180684539125761t,"[The Oxford-AstraZeneca vaccine also seems to produce relatively high rates of adverse events. If you want to dig further into this vaccine’s story and issues, I’ve laid out a more detailed rundown of the Oxford-AstraZeneca trials and sources here.] https://t.co/youZFn8KUr",side-effect 
1343,1364894339189657600t,"@elainef50 @jasonleitch @BBCScotlandNews Yes, the vaccine is rubbish. Just like the flawed PCR test which in Jason’s words is a ‘bit rubbish’",none
1344,1301571062694645761t,So this Phase 3 trial #COVID19 trial conducted by the Michigan Medicine (Univ of Michigan) and AstraZeneca is going to take two years. WHY would I consider getting a vaccine bum-rush-approved next month? https://t.co/VjHddcQStJ via @detroitnews,rushed 
1345,1376967997651320832t,Allergic Reactions and Death By Pfizer-BioNTech Vaccine https://t.co/Gt2Eb9lIpL via @YouTube,side-effect 
1346,1334248049070256134t,"@ryanpber I cant heip but feel though that those that take the vaccine are going to be effectively lab rats, it takes years for true extent of side effects to be known, the high concerns over vaccine side effects outweigh the risks of covid for me",rushed side-effect 
1347,1453036630403584007t,"Sweden Indefinitely Suspends The Moderna Vaccine -- Following Finland, Iceland, Denmark & Norway Why is Canada NOT FOLLOWING ALARMING RATES OF MYOCARDITIS @CPHO_Canada @drkieranmoore #onpoli @fordnation @JohnTory #VaxToTheMax #VaxToSchool #GetVaxxed https://t.co/R66dXQyOOV",side-effect 
1348,1400895364912271366t,"Sent from an Android phone that David did not NEED, but which involved slave labor in getting raw materials & which was partially made in China funding Chinese forced abortions. He needs this phone less than a COVID vaccine & cooperates in evil more by using it.",none
1349,1328383138083516422t,"@TheSportsJD @andrewbostom He was one- Frieden was another who got a special visit from Pfizer. I wouldn't be surprised if they reached out to Deng-dong too. All of this BS is political. Vaccines were scheduled to be ready in the fall all along. ""Science"" created drama where there should have been none",political 
1350,1340939961877540864t,READ THIS THREAD! 👇🏼👇🏼👇🏼 Full of medical professionals who won’t be having the Pfizer vaccine! 👏🏼,none
1351,1372298724731461633t,@spectatorindex No covid case since last April in Tanzania.Then goes missing and dies after speaking out against the vaccine and covid....,none
1352,1288491152782561282t,@YukiRozuhime @blackmirror2020 @Dejaycool001 @stella_immanuel Is that why clinical trials are still being done & yet Pfizer has already committed to one by years end?? That’s crazy! This is In My area https://t.co/7RH2kiGMWG,rushed 
1353,1422308486067675144t,"CDC Study on 12- to 17-Year-Olds Who Got Pfizer Vaccine: 397 Reports of Heart Inflammation, 14 Deaths In a study published July 30, the Centers for Disease Control and Prevention (CDC) acknowledged nearly 400 reports of children between the ages of 12 a… https://t.co/yDDERwXQFu",side-effect 
